|appid|game|developer|publisher|positive|negative|average_forever|average_2weeks|median_forever|median_2weeks|ccu|genre|tags
3930|425220|One Piece Burning Blood|Spike Chunsoft Co., Ltd.|BANDAI NAMCO Entertainment|2804|722|1019|0|234|0|39|Action|"{""Anime"":206,""Action"":170,""Fighting"":145,""Multiplayer"":106,""Pirates"":67,""Singleplayer"":65,""Local Multiplayer"":25,""Beat 'em up"":21,""Story Rich"":12,""Co-op"":11,""PvP"":6,""3D Fighter"":5}"
3931|217790|Dogfight 1942|City Interactive|CI Games|697|210|33|0|47|0|5|Simulation|"{""Simulation"":49,""Flight"":36,""World War II"":27,""Local Co-Op"":20,""Action"":19,""Local Multiplayer"":15,""Split Screen"":14,""Arcade"":11,""Shooter"":8,""Co-op"":7}"
3932|530630|Empires Apart|DESTINYbit|Slitherine Ltd.|1485|669|436|0|459|0|22|Free to Play, Strategy|"{""Strategy"":103,""RTS"":84,""Free to Play"":77,""Multiplayer"":58,""Real Time Tactics"":57,""Tactical"":47,""Historical"":45,""Real-Time"":44,""War"":43,""Co-op"":34,""Singleplayer"":30,""Medieval"":29,""Replay Value"":21,""Great Soundtrack"":20,""Base-Building"":5}"
3933|390710|Acceleration of SUGURI 2|Orange_Juice|Fruitbat Factory|877|242|179|0|14|0|6|Action, Indie|"{""Fighting"":238,""Shoot 'Em Up"":232,""Anime"":231,""Multiplayer"":227,""Bullet Hell"":221,""Female Protagonist"":216,""Action"":216,""Cute"":210,""Shooter"":204,""2D Fighter"":201,""Singleplayer"":199,""Local Multiplayer"":199,""2D"":187,""Arcade"":175,""Character Action Game"":168,""Futuristic"":167,""Sci-fi"":165,""Combat"":162,""Flight"":153,""Multiple Endings"":138}"
3934|1508030|Object N|KleskBY|KleskBY|600|107|0|0|0|0|4|Action, Free to Play|"{""Action"":128,""FPS"":118,""Shooter"":114,""3D"":110,""Multiplayer"":110,""Free to Play"":108,""Zombies"":104,""Cold War"":103,""Combat"":88,""Gore"":88,""Violent"":79,""Singleplayer"":74,""Co-op"":72,""Horror"":72,""Online Co-Op"":71,""PvP"":67,""Class-Based"":67,""Indie"":60,""Underground"":57,""PvE"":49}"
3935|339190|Dead Synchronicity: Tomorrow Comes Today|Fictiorama Studios|Daedalic Entertainment|1026|195|127|0|135|0|2|Adventure, Indie|"{""Adventure"":73,""Point & Click"":43,""Indie"":28,""2D"":15,""Great Soundtrack"":14,""Story Rich"":13,""Post-apocalyptic"":12,""Atmospheric"":10,""Mystery"":10,""Kickstarter"":8,""1990's"":8,""Horror"":7,""Dark"":6}"
3936|1123050|GRIME|Clover Bite|Akupara Games|2706|430|2351|353|2351|353|22|Action, Indie, RPG|"{""Metroidvania"":303,""Souls-like"":294,""Platformer"":284,""Dark Fantasy"":278,""Difficult"":273,""Action-Adventure"":260,""Exploration"":256,""Action RPG"":243,""2.5D"":243,""Surreal"":240,""Action"":233,""Atmospheric"":231,""Adventure"":229,""Dark"":223,""Side Scroller"":222,""Singleplayer"":221,""Combat"":219,""Indie"":194,""Controller"":189,""Cinematic"":178}"
3937|1158370|Aragami 2|Lince Works|Lince Works|1719|607|91|0|151|0|47|Action|"{""Ninja"":312,""Stealth"":304,""Assassin"":296,""Online Co-Op"":294,""Co-op Campaign"":289,""Action"":282,""Action-Adventure"":245,""Stylized"":225,""Third Person"":218,""3D"":199,""Dark"":186,""Fantasy"":176,""Magic"":171,""Story Rich"":156,""Character Customization"":143,""Combat"":125,""PvE"":105,""Co-op"":94,""Multiplayer"":78,""Singleplayer"":74}"
3938|638110|Desert Bus VR|Dinosaur Games|Gearbox Software, LLC|1355|183|40|0|24|0|2|Casual, Free to Play, Simulation|"{""Psychological Horror"":173,""Automobile Sim"":101,""Free to Play"":101,""VR"":94,""Simulation"":85,""Casual"":75,""Memes"":62,""Driving"":60,""Multiplayer"":57,""Survival Horror"":49,""Open World"":37,""Horror"":35,""Story Rich"":27,""Sexual Content"":27,""Hentai"":23,""Strategy"":22,""Nudity"":21,""Action"":21,""FPS"":19,""Cold War"":18}"
3939|237890|Agarest: Generations of War|Idea Factory|Ghostlight LTD|1299|511|560|0|302|0|12|Adventure, RPG, Strategy|"{""JRPG"":418,""Tactical RPG"":359,""Anime"":353,""CRPG"":350,""Visual Novel"":347,""Turn-Based"":341,""Strategy RPG"":338,""Party-Based RPG"":337,""Character Customization"":332,""RPG"":331,""Strategy"":281,""Romance"":189,""Dating Sim"":185,""Story Rich"":181,""Multiple Endings"":180,""Turn-Based Combat"":177,""Fantasy"":167,""Tactical"":149,""Adventure"":140,""Nudity"":115}"
3940|420060|Candle|Teku Studios|Daedalic Entertainment|749|201|362|0|362|0|5|Adventure, Indie|"{""Indie"":70,""Adventure"":66,""Hand-drawn"":52,""Puzzle"":46,""Puzzle-Platformer"":34,""Great Soundtrack"":28,""Fantasy"":23,""Platformer"":21,""2D"":21,""Singleplayer"":9,""Point & Click"":8}"
3941|1554790|Coloring Game 4|L. Stotch|L. Stotch|1399|90|1150|0|119|0|138|Casual, Free to Play, Indie|"{""Free to Play"":37,""Indie"":37,""Casual"":36,""Design & Illustration"":24,""Pixel Graphics"":22,""Colorful"":21,""Relaxing"":17,""Singleplayer"":14,""Great Soundtrack"":13,""Short"":13,""Puzzle"":10,""Point & Click"":10}"
3942|262260|Jets'n'Guns Gold|Rake in Grass|Rake in Grass|1200|168|298|0|429|0|4|Action, Indie|"{""Shoot 'Em Up"":218,""Great Soundtrack"":162,""Action"":129,""Side Scroller"":129,""Indie"":120,""Bullet Hell"":74,""Difficult"":69,""2D"":65,""Arcade"":64,""Old School"":62,""Space"":60,""Shooter"":48,""Sci-fi"":35,""Comedy"":32,""Singleplayer"":29,""Retro"":28,""Gore"":12}"
3943|322780|Worlds Adrift|Bossa Studios|Bossa Studios|3433|2021|1108|0|1373|0|0|Action, Adventure, Indie, Massively Multiplayer, Early Access|"{""Open World"":258,""Massively Multiplayer"":230,""Crafting"":229,""Exploration"":229,""Survival"":201,""Adventure"":194,""Sandbox"":180,""Physics"":151,""Multiplayer"":120,""PvP"":120,""Building"":113,""Atmospheric"":106,""Flight"":95,""Early Access"":93,""Action"":84,""Stylized"":78,""Steampunk"":73,""Great Soundtrack"":73,""Indie"":43,""Pirates"":33}"
3944|1093910|Tales of the Black Forest|\u62fe\u82f1\u5de5\u4f5c\u5ba4|SakuraGame|7597|149|186|0|194|0|15|Adventure, Indie, RPG|"{""RPG"":81,""Adventure"":80,""Indie"":76,""Pixel Graphics"":65,""RPGMaker"":63,""Horror"":61,""Story Rich"":50,""Female Protagonist"":40,""Anime"":39,""Visual Novel"":20,""Atmospheric"":20,""Singleplayer"":14,""Puzzle"":9,""Psychological Horror"":9,""2D"":7}"
3945|1144400|Senren\uff0aBanka|YUZUSOFT|HIKARI FIELD, NekoNyan Ltd.|10329|79|3461|0|4365|0|148|Adventure, Casual|"{""Casual"":256,""Visual Novel"":241,""Adventure"":230,""Anime"":178,""Dating Sim"":171,""NSFW"":122,""Romance"":100,""Shooter"":94,""Cute"":92,""Story Rich"":76,""Multiple Endings"":66,""Singleplayer"":57,""Great Soundtrack"":37,""Choices Matter"":22,""First-Person"":21,""World War II"":12,""Action"":10,""Comedy"":5}"
3946|964350|At Home Alone|\u963f\u6b63\u4e0d\u7ecf|0Cube|1515|268|0|0|0|0|0|Adventure, Casual, Free to Play, Indie, RPG, Simulation, Strategy|"{""Free to Play"":127,""Horror"":108,""Psychological Horror"":90,""Anime"":86,""Indie"":72,""RPG"":62,""Adventure"":55,""Cute"":52,""Simulation"":47,""RPGMaker"":44,""Casual"":37,""Female Protagonist"":34,""Strategy"":32,""Drama"":28,""Pixel Graphics"":26,""Singleplayer"":12,""Short"":12,""2D"":12,""Mystery"":5}"
3947|1194630|The Dark Pictures Anthology: Little Hope|Supermassive Games|BANDAI NAMCO Entertainment Europe|4295|1712|289|0|325|0|76|Adventure|"{""Horror"":351,""Multiple Endings"":310,""Psychological Horror"":293,""Story Rich"":288,""Survival Horror"":282,""Survival"":269,""Co-op"":244,""Multiplayer"":240,""Mythology"":231,""Psychological"":231,""Mystery"":212,""Drama"":211,""Dark"":202,""Quick-Time Events"":193,""Supernatural"":185,""Singleplayer"":160,""Blood"":115,""Episodic"":107,""Violent"":99,""Adventure"":92}"
3948|297120|Heavy Bullets|Terri Vellmann, Doseone|Devolver Digital|1174|253|160|0|214|0|3|Action, Indie|"{""Indie"":75,""Action"":72,""Action Roguelike"":69,""FPS"":68,""Rogue-like"":43,""Shooter"":41,""Rogue-lite"":41,""Singleplayer"":33,""First-Person"":25,""Difficult"":22,""Retro"":19,""Dungeon Crawler"":15,""Perma Death"":15,""Horror"":11,""Psychedelic"":10,""Colorful"":8,""Procedural Generation"":7,""Adventure"":6,""Bullet Hell"":5}"
3949|416590|Emily Wants To Play|Shawn Hitchcock|Hitchcock Games|1382|363|119|0|155|0|4|Action, Adventure, Casual, Indie, Simulation, Strategy|"{""Horror"":139,""Survival Horror"":73,""Multiplayer"":48,""Indie"":47,""Action"":44,""Psychological Horror"":39,""VR"":38,""Strategy"":35,""Adventure"":33,""Singleplayer"":30,""Simulation"":29,""First-Person"":24,""Co-op"":18,""Jump Scare"":18,""Difficult"":13,""Funny"":13,""Walking Simulator"":12,""Memes"":8,""Survival"":7,""Anime"":6}"
3950|529660|Mages of Mystralia|Borealys Games|Borealys Games|1076|169|327|0|341|0|5|Action, Adventure, Indie|"{""Adventure"":74,""Action"":64,""Indie"":61,""Magic"":57,""Female Protagonist"":52,""Fantasy"":40,""RPG"":35,""Great Soundtrack"":21,""Singleplayer"":21,""Puzzle"":17,""Controller"":14,""Action-Adventure"":11,""Cute"":10,""Action RPG"":6}"
3951|1158940|Blazing Sails|Get Up Games|Iceberg Interactive|5373|688|236|0|233|0|62|Action, Adventure, Casual, Indie, Early Access|"{""Early Access"":403,""Co-op"":366,""Naval Combat"":359,""Online Co-Op"":348,""Pirates"":333,""FPS"":328,""Character Customization"":325,""Battle Royale"":311,""PvP"":307,""Historical"":306,""Open World"":306,""Fast-Paced"":297,""First-Person"":296,""Survival"":260,""Team-Based"":248,""Competitive"":247,""Funny"":243,""Shooter"":233,""Action"":227,""Naval"":226}"
3952|821250|Flotsam|Pajama Llama Games|Pajama Llama Games|1715|551|443|0|526|0|35|Indie, Simulation, Strategy, Early Access|"{""Early Access"":282,""Colony Sim"":256,""City Builder"":241,""Building"":230,""Survival"":229,""Casual"":228,""Open World"":216,""Funny"":215,""Sandbox"":209,""Exploration"":207,""Base-Building"":206,""Management"":194,""Strategy"":190,""3D"":189,""Post-apocalyptic"":189,""Cute"":185,""Simulation"":177,""Stylized"":163,""Colorful"":158,""Family Friendly"":154}"
3953|1181840|HIVESWAP: ACT 2|What Pumpkin Games, Inc.|What Pumpkin Games, Inc.|781|115|0|0|0|0|4|Adventure, Indie, RPG|"{""Adventure"":163,""Point & Click"":156,""Visual Novel"":153,""RPG"":149,""Story Rich"":146,""Indie"":140,""Comedy"":139,""Soundtrack"":135,""2D"":133,""Hand-drawn"":131,""Colorful"":125,""Puzzle"":124,""Narrative"":113,""Investigation"":107,""Female Protagonist"":107,""LGBTQ+"":102,""Sci-fi"":87,""Atmospheric"":86,""Singleplayer"":82,""Exploration"":82}"
3954|967250|DOKA 2 KISHKI EDITION|Agafonoff|Agafonoff|2637|459|120|0|121|0|75|Action, Adventure, Casual, Indie, RPG, Simulation|"{""Gore"":131,""Violent"":87,""Memes"":81,""Action"":69,""Indie"":62,""Simulation"":51,""Dark Humor"":44,""RPG"":41,""Adventure"":40,""Survival"":38,""Atmospheric"":37,""Mature"":36,""Casual"":36,""Great Soundtrack"":32,""Funny"":30,""Dark"":28,""Sexual Content"":28,""Difficult"":26,""Nudity"":26,""Realistic"":23}"
3955|357070|UBERMOSH|Walter Machado|Walter Machado|2351|283|167|0|180|0|3|Action, Indie|"{""Cyberpunk"":76,""Action"":71,""Pixel Graphics"":71,""Great Soundtrack"":66,""Indie"":59,""Arcade"":56,""Fast-Paced"":54,""Female Protagonist"":52,""Retro"":41,""Isometric"":31,""Bullet Hell"":28,""Twin Stick Shooter"":27,""Procedural Generation"":26,""Sci-fi"":21,""Difficult"":20,""Top-Down"":19,""Cult Classic"":17,""Casual"":14,""Singleplayer"":14,""Top-Down Shooter"":12}"
3956|270210|Melody's Escape|Icetesy|Icetesy|4484|339|382|0|421|0|8|Indie|"{""Music-Based Procedural Generation"":404,""Rhythm"":397,""Character Customization"":395,""Colorful"":394,""Female Protagonist"":388,""Stylized"":383,""Moddable"":381,""Runner"":378,""Side Scroller"":373,""2D"":370,""Action"":367,""Music"":361,""Indie"":222,""Platformer"":112,""Singleplayer"":110,""Casual"":78,""Great Soundtrack"":70,""Procedural Generation"":62,""Difficult"":54,""Atmospheric"":52}"
3957|1018830|Element TD 2 - Tower Defense|Element Studios|Element Studios|1902|174|407|0|406|0|60|Indie, Strategy|"{""Tower Defense"":169,""Real Time Tactics"":163,""Strategy"":160,""Multiplayer"":157,""Replay Value"":154,""Co-op"":148,""PvE"":143,""PvP"":137,""Competitive"":133,""RTS"":124,""Character Customization"":124,""3D"":121,""Team-Based"":119,""Fantasy"":115,""Magic"":113,""Tactical"":111,""Score Attack"":105,""Building"":93,""Online Co-Op"":81,""Singleplayer"":71}"
3958|335620|Star Traders: Frontiers|Trese Brothers|Trese Brothers|2647|470|339|0|423|0|54|RPG, Strategy|"{""Trading"":183,""Space Sim"":178,""Strategy RPG"":173,""Sandbox"":171,""Tactical RPG"":165,""Turn-Based Tactics"":158,""Rogue-lite"":151,""Perma Death"":148,""Turn-Based Strategy"":143,""Rogue-like"":137,""Character Customization"":134,""RPG"":132,""Strategy"":124,""2D"":121,""Story Rich"":116,""Choices Matter"":110,""Procedural Generation"":107,""Turn-Based Combat"":105,""Space"":98,""Singleplayer"":87}"
3959|250700|Super Time Force Ultra|Capybara Games|Capybara Games|803|96|153|0|146|0|1|Action, Indie|"{""Side Scroller"":444,""Time Manipulation"":438,""Bullet Hell"":435,""2D Platformer"":432,""Pixel Graphics"":427,""Puzzle-Platformer"":416,""Shoot 'Em Up"":416,""PvE"":410,""Difficult"":406,""Platformer"":404,""Shooter"":400,""Arcade"":396,""Action-Adventure"":391,""Strategy"":388,""2D"":382,""Funny"":378,""Puzzle"":376,""Parody "":370,""Dinosaurs"":369,""Retro"":365}"
3960|264730|Deadly 30|Ignatus Zuk and Gonzalo Villagomez|Headup|1273|401|213|0|230|0|2|Action, Indie|"{""Action"":81,""Indie"":77,""Zombies"":61,""Survival"":41,""Singleplayer"":31,""2D"":30,""Horror"":23,""Side Scroller"":22,""Shooter"":19,""Retro"":15,""Platformer"":10,""Gore"":10,""Tower Defense"":8,""Multiplayer"":6}"
3961|1509510|Settlement Survival|Gleamer Studio|Gleamer Studio|3503|470|770|25|987|25|472|Simulation, Strategy, Early Access|"{""City Builder"":199,""Building"":179,""Colony Sim"":166,""Management"":166,""Survival"":164,""Simulation"":144,""Sandbox"":133,""Exploration"":121,""Early Access"":110,""Indie"":108,""Strategy"":106,""Resource Management"":103,""Base-Building"":88,""Agriculture"":76,""Economy"":74,""Medieval"":70,""3D"":57,""Colorful"":54,""Pixel Graphics"":54,""Hand-drawn"":47}"
3962|210950|Rune Classic|Human Head Studios|Human Head Studios|714|82|284|0|182|0|3|Action, Adventure|"{""Action"":73,""Adventure"":57,""Third Person"":50,""Classic"":43,""Hack and Slash"":34,""Vikings"":28,""Multiplayer"":26,""Gore"":26,""Singleplayer"":17,""Mythology"":13,""Fantasy"":10,""RPG"":8,""Nostalgia"":5}"
3963|390290|Bulb Boy|Bulbware|Bulbware|887|109|134|0|172|0|2|Adventure, Indie|"{""Adventure"":59,""Indie"":53,""Point & Click"":48,""Horror"":44,""Dark"":33,""Singleplayer"":31,""Dark Humor"":31,""Gore"":28,""Puzzle"":24,""Cute"":18,""Atmospheric"":16,""Surreal"":13,""2D"":9,""Psychological Horror"":6,""Funny"":5,""Short"":5}"
3964|1202900|Assemble with Care|ustwo games|ustwo games|2634|235|75|0|83|0|6|Casual, Indie|"{""Indie"":203,""Casual"":203,""Puzzle"":59,""Female Protagonist"":56,""Story Rich"":55,""Short"":52,""Relaxing"":49,""Beautiful"":48,""Family Friendly"":47,""Great Soundtrack"":46,""Singleplayer"":45,""Cute"":42,""Atmospheric"":40,""Colorful"":40,""Visual Novel"":8}"
3965|523000|Princess Maker 2 Refine|CFK Co., Ltd.|Bliss Brain|1195|90|8|0|8|0|15|Simulation|"{""Simulation"":179,""Multiple Endings"":92,""RPG"":67,""Female Protagonist"":62,""Anime"":60,""Singleplayer"":53,""Cute"":45,""Management"":45,""Life Sim"":37,""Classic"":33,""Choices Matter"":28,""Retro"":27,""Nudity"":19,""Visual Novel"":18,""Fantasy"":18,""Great Soundtrack"":16,""Medieval"":15,""JRPG"":15,""Cult Classic"":14}"
3966|466860|\u4e0a\u5e1d\u4e4b\u57ce I\uff1a\u76d1\u72f1\u5e1d\u56fd [City of God I - Prison Empire]|Pixel Gangsta Studio|Pixel Gangsta Studio, Flying Interactive|1314|553|450|0|746|0|7|Indie, RPG, Simulation, Strategy|"{""Simulation"":77,""Indie"":62,""RPG"":61,""Strategy"":58,""Management"":22,""Pixel Graphics"":13,""Early Access"":8,""2D"":8}"
3967|203510|Fortune Summoners|Lizsoft|Carpe Fulgur LLC|686|114|342|0|679|0|0|Action, Indie, RPG|"{""Anime"":163,""RPG"":141,""Indie"":113,""Action"":113,""JRPG"":106,""Female Protagonist"":105,""Cute"":82,""Side Scroller"":79,""2D"":73,""Platformer"":71,""Metroidvania"":67,""Difficult"":64,""Action RPG"":52,""Singleplayer"":18,""Fantasy"":17,""Great Soundtrack"":16,""Funny"":14}"
3968|1130410|Cyber Hook|Blazing Stick|Graffiti Games|1657|89|184|0|269|0|25|Action, Indie|"{""Indie"":248,""3D Platformer"":241,""Parkour"":237,""Action"":232,""Time Attack"":225,""Fast-Paced"":220,""First-Person"":219,""Singleplayer"":215,""Platformer"":203,""Retro"":196,""FPS"":182,""1980s"":174,""Arcade"":167,""Racing"":161,""Shooter"":149,""Precision Platformer"":143,""3D"":140,""Colorful"":128,""Minimalist"":121,""Old School"":108}"
3969|891220|pla_toon|SoundAndFuryGames|SoundAndFuryGames|1206|180|0|0|0|0|5|Action, Free to Play, Indie, Early Access|"{""Free to Play"":59,""Action"":50,""Indie"":42,""Multiplayer"":35,""Violent"":29,""Early Access"":28,""Shooter"":22,""FPS"":18,""Funny"":13,""Psychological Horror"":6,""Physics"":6}"
3970|996380|Smartphone Tycoon|Roastery Games|Roastery Games|797|665|307|0|327|0|4|Indie, Simulation, Strategy|"{""Simulation"":50,""Strategy"":47,""Indie"":43,""Management"":31,""Singleplayer"":12}"
3971|265690|NaissanceE|Limasse Five|Limasse Five|2318|450|67|0|104|0|8|Adventure, Indie|"{""Exploration"":221,""Indie"":185,""Atmospheric"":167,""Abstract"":153,""Adventure"":145,""First-Person"":144,""Walking Simulator"":136,""Surreal"":120,""Puzzle"":95,""Platformer"":72,""Puzzle-Platformer"":64,""Horror"":47,""Female Protagonist"":40,""Singleplayer"":39,""Beautiful"":34,""Psychedelic"":34,""Great Soundtrack"":30,""Minimalist"":30,""Free to Play"":27,""Parkour"":22}"
3972|580170|My Lovely Daughter|GameChanger Studio|Toge Productions, Neon Doctrine|751|298|71|0|94|0|2|Adventure, Indie, Simulation|"{""Interactive Fiction"":248,""Visual Novel"":244,""Management"":241,""Villain Protagonist"":237,""2D"":231,""Female Protagonist"":231,""Cute"":225,""Horror"":221,""Psychological Horror"":218,""Dark Humor"":211,""Surreal"":205,""Choices Matter"":195,""Multiple Endings"":194,""Story Rich"":180,""Simulation"":172,""Anime"":166,""Dark Fantasy"":157,""Gothic"":155,""Philosophical"":145,""Fantasy"":144}"
3973|606230|Thea 2: The Shattering|MuHa Games, Eerie Forest Studio|MuHa Games|1492|416|193|0|306|0|69|Indie, RPG, Strategy|"{""Strategy"":194,""RPG"":168,""Indie"":130,""Survival"":98,""Turn-Based Strategy"":95,""Card Battler"":83,""Crafting"":78,""4X"":74,""Dark Fantasy"":64,""Turn-Based"":63,""Fantasy"":63,""Card Game"":61,""Story Rich"":57,""Rogue-like"":47,""Online Co-Op"":47,""Strategy RPG"":47,""Rogue-lite"":46,""Co-op"":45,""Nudity"":24,""Sexual Content"":20}"
3974|254460|Obscure|Hydravision Entertainment|Mighty Rocket Studio|1622|82|186|1|334|1|17|Action, Adventure|"{""Horror"":135,""Survival Horror"":107,""Local Co-Op"":82,""Action"":72,""Adventure"":66,""Co-op"":54,""Third Person"":49,""Classic"":40,""Atmospheric"":40,""Singleplayer"":35,""Survival"":34,""Gore"":21,""Great Soundtrack"":20,""Zombies"":18,""Multiplayer"":14,""Female Protagonist"":14,""Co-op Campaign"":11}"
3975|1109460|There is No GreenDam|\u683c\u6797\u8fbe\u59c6136\u5de5\u7a0b\u56e2|\u683c\u6797\u8fbe\u59c6136\u5de5\u7a0b\u56e2|1496|55|0|0|0|0|3|Adventure, Casual, Free to Play, Indie, RPG|"{""Visual Novel"":177,""Free to Play"":176,""Artificial Intelligence"":162,""Anime"":162,""Sci-fi"":153,""Interactive Fiction"":148,""Dating Sim"":148,""Hentai"":147,""Sexual Content"":146,""Nudity"":145,""Modern"":141,""2D"":138,""RPG"":126,""Adventure"":125,""Cute"":123,""JRPG"":102,""2.5D"":94,""FPS"":92,""Casual"":88,""Cartoony"":83}"
3976|262120|Toy Soldiers: Complete|Signal Studios, Krome Studios|Signal Studios|722|217|411|0|722|0|8|Action, Casual, Indie, Simulation, Strategy|"{""Tower Defense"":75,""Action"":66,""Strategy"":65,""Casual"":40,""Indie"":34,""Simulation"":33,""Multiplayer"":33,""Co-op"":24,""Cold War"":20,""Shooter"":18,""War"":15,""Singleplayer"":13,""Arcade"":11,""World War I"":10,""Local Co-Op"":9,""World War II"":6,""RTS"":5}"
3977|348360|Doodle God|JoyBits Ltd.|JoyBits Ltd.|817|251|234|0|276|0|4|Casual, Indie, Simulation|"{""Indie"":121,""Casual"":115,""Puzzle"":113,""God Game"":108,""Simulation"":97,""Crafting"":82,""Sandbox"":75,""2D"":72,""Experimental"":67,""Singleplayer"":64,""Adventure"":64,""Funny"":61,""Memes"":58,""Open World"":57,""Illuminati"":54,""Cute"":53,""Minimalist"":51,""Trading Card Game"":48,""Violent"":46,""Card Game"":44}"
